Year,County,Ethnicity,Race,Gender,Age Group,Count
2011,Calhoun,Non-Hispanic,Black,Female,18--24,0
2011,Calhoun,Non-Hispanic,Black,Female,25--44,0
2011,Calhoun,Non-Hispanic,Black,Female,45--64,0
2011,Calhoun,Non-Hispanic,Black,Female,65--84,0
2011,Calhoun,Non-Hispanic,Black,Female,85+,0
2011,Calhoun,Non-Hispanic,Other,Male,<1,0
2011,Calhoun,Non-Hispanic,Other,Male,1--17,0
2011,Calhoun,Non-Hispanic,Other,Male,18--24,0
2011,Calhoun,Non-Hispanic,Other,Male,25--44,0
2011,Calhoun,Non-Hispanic,Other,Male,45--64,0
2011,Calhoun,Non-Hispanic,Other,Male,65--84,0
2011,Calhoun,Non-Hispanic,Other,Male,85+,0
2011,Calhoun,Non-Hispanic,Other,Female,<1,0
2011,Calhoun,Non-Hispanic,Other,Female,1--17,0
2011,Calhoun,Non-Hispanic,Other,Female,18--24,0
2011,Calhoun,Non-Hispanic,Other,Female,25--44,0
2011,Calhoun,Non-Hispanic,Other,Female,45--64,0
2011,Calhoun,Non-Hispanic,Other,Female,65--84,0
2011,Calhoun,Non-Hispanic,Other,Female,85+,0
2011,Calhoun,Hispanic,White,Male,<1,0
2011,Calhoun,Hispanic,White,Male,1--17,0
2011,Calhoun,Hispanic,White,Male,18--24,0
2011,Calhoun,Hispanic,White,Male,25--44,0
2011,Calhoun,Hispanic,White,Male,45--64,0
2011,Calhoun,Hispanic,White,Male,65--84,0
2011,Calhoun,Hispanic,White,Male,85+,0
2011,Calhoun,Hispanic,White,Female,<1,0
2011,Calhoun,Hispanic,White,Female,1--17,0
2011,Calhoun,Hispanic,White,Female,18--24,0
2011,Calhoun,Hispanic,White,Female,25--44,0
2011,Calhoun,Hispanic,White,Female,45--64,0
2011,Calhoun,Hispanic,White,Female,65--84,0
2011,Calhoun,Hispanic,White,Female,85+,0
2011,Calhoun,Hispanic,Black,Male,<1,0
2011,Calhoun,Hispanic,Black,Male,1--17,0
2011,Calhoun,Hispanic,Black,Male,18--24,0
2011,Calhoun,Hispanic,Black,Male,25--44,0
2011,Calhoun,Hispanic,Black,Male,45--64,0
2011,Calhoun,Hispanic,Black,Male,65--84,0
2011,Calhoun,Hispanic,Black,Male,85+,0
2011,Calhoun,Hispanic,Black,Female,<1,0
2011,Calhoun,Hispanic,Black,Female,1--17,0
2011,Calhoun,Hispanic,Black,Female,18--24,0
2011,Calhoun,Hispanic,Black,Female,25--44,0
2011,Calhoun,Hispanic,Black,Female,45--64,0
2011,Calhoun,Hispanic,Black,Female,65--84,0
2011,Calhoun,Hispanic,Black,Female,85+,0
2011,Calhoun,Hispanic,Other,Male,<1,0
2011,Calhoun,Hispanic,Other,Male,1--17,0
2011,Calhoun,Hispanic,Other,Male,18--24,0
2011,Calhoun,Hispanic,Other,Male,25--44,0
2011,Calhoun,Hispanic,Other,Male,45--64,0
2011,Calhoun,Hispanic,Other,Male,65--84,0
2011,Calhoun,Hispanic,Other,Male,85+,0
2011,Calhoun,Hispanic,Other,Female,<1,0
2011,Calhoun,Hispanic,Other,Female,1--17,0
2011,Calhoun,Hispanic,Other,Female,18--24,0
2011,Calhoun,Hispanic,Other,Female,25--44,0
2011,Calhoun,Hispanic,Other,Female,45--64,0
2011,Calhoun,Hispanic,Other,Female,65--84,0
2011,Calhoun,Hispanic,Other,Female,85+,0
2011,Carroll,Non-Hispanic,White,Male,<1,0
2011,Carroll,Non-Hispanic,White,Male,1--17,0
2011,Carroll,Non-Hispanic,White,Male,18--24,0
2011,Carroll,Non-Hispanic,White,Male,25--44,2
2011,Carroll,Non-Hispanic,White,Male,45--64,17
2011,Carroll,Non-Hispanic,White,Male,65--84,44
2011,Carroll,Non-Hispanic,White,Male,85+,25
2011,Carroll,Non-Hispanic,White,Female,<1,0
2011,Carroll,Non-Hispanic,White,Female,1--17,0
2011,Carroll,Non-Hispanic,White,Female,18--24,0
2011,Carroll,Non-Hispanic,White,Female,25--44,3
2011,Carroll,Non-Hispanic,White,Female,45--64,15
2011,Carroll,Non-Hispanic,White,Female,65--84,40
2011,Carroll,Non-Hispanic,White,Female,85+,32
2011,Carroll,Non-Hispanic,Black,Male,<1,0
2011,Carroll,Non-Hispanic,Black,Male,1--17,0
2011,Carroll,Non-Hispanic,Black,Male,18--24,0
2011,Carroll,Non-Hispanic,Black,Male,25--44,0
2011,Carroll,Non-Hispanic,Black,Male,45--64,0
2011,Carroll,Non-Hispanic,Black,Male,65--84,1
2011,Carroll,Non-Hispanic,Black,Male,85+,0
2011,Carroll,Non-Hispanic,Black,Female,<1,0
2011,Carroll,Non-Hispanic,Black,Female,1--17,0
2011,Carroll,Non-Hispanic,Black,Female,18--24,0
2011,Carroll,Non-Hispanic,Black,Female,25--44,0
2011,Carroll,Non-Hispanic,Black,Female,45--64,0
2011,Carroll,Non-Hispanic,Black,Female,65--84,0
2011,Carroll,Non-Hispanic,Black,Female,85+,0
2011,Carroll,Non-Hispanic,Other,Male,<1,0
2011,Carroll,Non-Hispanic,Other,Male,1--17,0
2011,Carroll,Non-Hispanic,Other,Male,18--24,0
2011,Carroll,Non-Hispanic,Other,Male,25--44,0
2011,Carroll,Non-Hispanic,Other,Male,45--64,1
2011,Carroll,Non-Hispanic,Other,Male,65--84,0
2011,Carroll,Non-Hispanic,Other,Male,85+,0
2011,Carroll,Non-Hispanic,Other,Female,<1,0
2011,Carroll,Non-Hispanic,Other,Female,1--17,0
2011,Carroll,Non-Hispanic,Other,Female,18--24,0
2011,Carroll,Non-Hispanic,Other,Female,25--44,0
2011,Carroll,Non-Hispanic,Other,Female,45--64,0
2011,Carroll,Non-Hispanic,Other,Female,65--84,0
2011,Carroll,Non-Hispanic,Other,Female,85+,0
2011,Carroll,Hispanic,White,Male,<1,0
2011,Carroll,Hispanic,White,Male,1--17,0
2011,Carroll,Hispanic,White,Male,18--24,0
2011,Carroll,Hispanic,White,Male,25--44,0
2011,Carroll,Hispanic,White,Male,45--64,0
2011,Carroll,Hispanic,White,Male,65--84,0
2011,Carroll,Hispanic,White,Male,85+,0
2011,Carroll,Hispanic,White,Female,<1,0
2011,Carroll,Hispanic,White,Female,1--17,0
2011,Carroll,Hispanic,White,Female,18--24,0
2011,Carroll,Hispanic,White,Female,25--44,0
2011,Carroll,Hispanic,White,Female,45--64,0
2011,Carroll,Hispanic,White,Female,65--84,1
2011,Carroll,Hispanic,White,Female,85+,0
2011,Carroll,Hispanic,Black,Male,<1,0
2011,Carroll,Hispanic,Black,Male,1--17,0
2011,Carroll,Hispanic,Black,Male,18--24,0
2011,Carroll,Hispanic,Black,Male,25--44,0
2011,Carroll,Hispanic,Black,Male,45--64,0
2011,Carroll,Hispanic,Black,Male,65--84,0
2011,Carroll,Hispanic,Black,Male,85+,0
2011,Carroll,Hispanic,Black,Female,<1,0
2011,Carroll,Hispanic,Black,Female,1--17,0
2011,Carroll,Hispanic,Black,Female,18--24,0
2011,Carroll,Hispanic,Black,Female,25--44,0
2011,Carroll,Hispanic,Black,Female,45--64,0
2011,Carroll,Hispanic,Black,Female,65--84,0
2011,Carroll,Hispanic,Black,Female,85+,0
2011,Carroll,Hispanic,Other,Male,<1,0
2011,Carroll,Hispanic,Other,Male,1--17,0
2011,Carroll,Hispanic,Other,Male,18--24,0
2011,Carroll,Hispanic,Other,Male,25--44,0
2011,Carroll,Hispanic,Other,Male,45--64,0
2011,Carroll,Hispanic,Other,Male,65--84,0
2011,Carroll,Hispanic,Other,Male,85+,0
2011,Carroll,Hispanic,Other,Female,<1,0
2011,Carroll,Hispanic,Other,Female,1--17,0
2011,Carroll,Hispanic,Other,Female,18--24,0
2011,Carroll,Hispanic,Other,Female,25--44,0
2011,Carroll,Hispanic,Other,Female,45--64,0
2011,Carroll,Hispanic,Other,Female,65--84,0
2011,Carroll,Hispanic,Other,Female,85+,0
2011,Cass,Non-Hispanic,White,Male,<1,0
2011,Cass,Non-Hispanic,White,Male,1--17,0
2011,Cass,Non-Hispanic,White,Male,18--24,1
2011,Cass,Non-Hispanic,White,Male,25--44,2
2011,Cass,Non-Hispanic,White,Male,45--64,17
2011,Cass,Non-Hispanic,White,Male,65--84,33
2011,Cass,Non-Hispanic,White,Male,85+,17
2011,Cass,Non-Hispanic,White,Female,<1,0
2011,Cass,Non-Hispanic,White,Female,1--17,0
2011,Cass,Non-Hispanic,White,Female,18--24,0
2011,Cass,Non-Hispanic,White,Female,25--44,0
2011,Cass,Non-Hispanic,White,Female,45--64,12
2011,Cass,Non-Hispanic,White,Female,65--84,35
2011,Cass,Non-Hispanic,White,Female,85+,24
2011,Cass,Non-Hispanic,Black,Male,<1,0
2011,Cass,Non-Hispanic,Black,Male,1--17,0
2011,Cass,Non-Hispanic,Black,Male,18--24,0
2011,Cass,Non-Hispanic,Black,Male,25--44,0
2011,Cass,Non-Hispanic,Black,Male,45--64,0
2011,Cass,Non-Hispanic,Black,Male,65--84,0
2011,Cass,Non-Hispanic,Black,Male,85+,0
2011,Cass,Non-Hispanic,Black,Female,<1,0
2011,Cass,Non-Hispanic,Black,Female,1--17,0
2011,Cass,Non-Hispanic,Black,Female,18--24,0
2011,Cass,Non-Hispanic,Black,Female,25--44,0
2011,Cass,Non-Hispanic,Black,Female,45--64,0
2011,Cass,Non-Hispanic,Black,Female,65--84,0
2011,Cass,Non-Hispanic,Black,Female,85+,0
2011,Cass,Non-Hispanic,Other,Male,<1,0
2011,Cass,Non-Hispanic,Other,Male,1--17,0
2011,Cass,Non-Hispanic,Other,Male,18--24,0
2011,Cass,Non-Hispanic,Other,Male,25--44,0
2011,Cass,Non-Hispanic,Other,Male,45--64,0
2011,Cass,Non-Hispanic,Other,Male,65--84,0
2011,Cass,Non-Hispanic,Other,Male,85+,0
2011,Cass,Non-Hispanic,Other,Female,<1,0
2011,Cass,Non-Hispanic,Other,Female,1--17,0
2011,Cass,Non-Hispanic,Other,Female,18--24,0
2011,Cass,Non-Hispanic,Other,Female,25--44,0
2011,Cass,Non-Hispanic,Other,Female,45--64,0
2011,Cass,Non-Hispanic,Other,Female,65--84,0
2011,Cass,Non-Hispanic,Other,Female,85+,0
2011,Cass,Hispanic,White,Male,<1,0
2011,Cass,Hispanic,White,Male,1--17,0
2011,Cass,Hispanic,White,Male,18--24,0
2011,Cass,Hispanic,White,Male,25--44,0
2011,Cass,Hispanic,White,Male,45--64,0
2011,Cass,Hispanic,White,Male,65--84,0
2011,Cass,Hispanic,White,Male,85+,0
2011,Cass,Hispanic,White,Female,<1,0
2011,Cass,Hispanic,White,Female,1--17,0
2011,Cass,Hispanic,White,Female,18--24,0
2011,Cass,Hispanic,White,Female,25--44,0
2011,Cass,Hispanic,White,Female,45--64,1
2011,Cass,Hispanic,White,Female,65--84,0
2011,Cass,Hispanic,White,Female,85+,0
2011,Cass,Hispanic,Black,Male,<1,0
2011,Cass,Hispanic,Black,Male,1--17,0
2011,Cass,Hispanic,Black,Male,18--24,0
2011,Cass,Hispanic,Black,Male,25--44,0
2011,Cass,Hispanic,Black,Male,45--64,0
2011,Cass,Hispanic,Black,Male,65--84,0
2011,Cass,Hispanic,Black,Male,85+,0
2011,Cass,Hispanic,Black,Female,<1,0
2011,Cass,Hispanic,Black,Female,1--17,0
2011,Cass,Hispanic,Black,Female,18--24,0
2011,Cass,Hispanic,Black,Female,25--44,0
2011,Cass,Hispanic,Black,Female,45--64,0
2011,Cass,Hispanic,Black,Female,65--84,0
2011,Cass,Hispanic,Black,Female,85+,0
2011,Cass,Hispanic,Other,Male,<1,0
2011,Cass,Hispanic,Other,Male,1--17,0
2011,Cass,Hispanic,Other,Male,18--24,0
2011,Cass,Hispanic,Other,Male,25--44,0
2011,Cass,Hispanic,Other,Male,45--64,0
2011,Cass,Hispanic,Other,Male,65--84,0
2011,Cass,Hispanic,Other,Male,85+,0
2011,Cass,Hispanic,Other,Female,<1,0
2011,Cass,Hispanic,Other,Female,1--17,0
2011,Cass,Hispanic,Other,Female,18--24,0
2011,Cass,Hispanic,Other,Female,25--44,0
2011,Cass,Hispanic,Other,Female,45--64,0
2011,Cass,Hispanic,Other,Female,65--84,0
2011,Cass,Hispanic,Other,Female,85+,0
2011,Champaign,Non-Hispanic,White,Male,<1,4
2011,Champaign,Non-Hispanic,White,Male,1--17,1
2011,Champaign,Non-Hispanic,White,Male,18--24,7
2011,Champaign,Non-Hispanic,White,Male,25--44,22
2011,Champaign,Non-Hispanic,White,Male,45--64,133
2011,Champaign,Non-Hispanic,White,Male,65--84,214
2011,Champaign,Non-Hispanic,White,Male,85+,152
2011,Champaign,Non-Hispanic,White,Female,<1,4
2011,Champaign,Non-Hispanic,White,Female,1--17,3
2011,Champaign,Non-Hispanic,White,Female,18--24,3
2011,Champaign,Non-Hispanic,White,Female,25--44,9
2011,Champaign,Non-Hispanic,White,Female,45--64,64
2011,Champaign,Non-Hispanic,White,Female,65--84,225
2011,Champaign,Non-Hispanic,White,Female,85+,225
2011,Champaign,Non-Hispanic,Black,Male,<1,6
2011,Champaign,Non-Hispanic,Black,Male,1--17,1
2011,Champaign,Non-Hispanic,Black,Male,18--24,2
2011,Champaign,Non-Hispanic,Black,Male,25--44,5
2011,Champaign,Non-Hispanic,Black,Male,45--64,22
2011,Champaign,Non-Hispanic,Black,Male,65--84,19
2011,Champaign,Non-Hispanic,Black,Male,85+,6
2011,Champaign,Non-Hispanic,Black,Female,<1,5
2011,Champaign,Non-Hispanic,Black,Female,1--17,0
2011,Champaign,Non-Hispanic,Black,Female,18--24,0
2011,Champaign,Non-Hispanic,Black,Female,25--44,3
2011,Champaign,Non-Hispanic,Black,Female,45--64,18
2011,Champaign,Non-Hispanic,Black,Female,65--84,23
2011,Champaign,Non-Hispanic,Black,Female,85+,13
2011,Champaign,Non-Hispanic,Other,Male,<1,0
2011,Champaign,Non-Hispanic,Other,Male,1--17,0
2011,Champaign,Non-Hispanic,Other,Male,18--24,0
2011,Champaign,Non-Hispanic,Other,Male,25--44,1
2011,Champaign,Non-Hispanic,Other,Male,45--64,0
2011,Champaign,Non-Hispanic,Other,Male,65--84,5
2011,Champaign,Non-Hispanic,Other,Male,85+,2
2011,Champaign,Non-Hispanic,Other,Female,<1,0
2011,Champaign,Non-Hispanic,Other,Female,1--17,0
2011,Champaign,Non-Hispanic,Other,Female,18--24,0
2011,Champaign,Non-Hispanic,Other,Female,25--44,0
2011,Champaign,Non-Hispanic,Other,Female,45--64,1
2011,Champaign,Non-Hispanic,Other,Female,65--84,3
2011,Champaign,Non-Hispanic,Other,Female,85+,1
2011,Champaign,Hispanic,White,Male,<1,0
2011,Champaign,Hispanic,White,Male,1--17,0
2011,Champaign,Hispanic,White,Male,18--24,0
2011,Champaign,Hispanic,White,Male,25--44,0
2011,Champaign,Hispanic,White,Male,45--64,1
2011,Champaign,Hispanic,White,Male,65--84,1
2011,Champaign,Hispanic,White,Male,85+,0
2011,Champaign,Hispanic,White,Female,<1,0
2011,Champaign,Hispanic,White,Female,1--17,0
2011,Champaign,Hispanic,White,Female,18--24,0
2011,Champaign,Hispanic,White,Female,25--44,1
2011,Champaign,Hispanic,White,Female,45--64,0
2011,Champaign,Hispanic,White,Female,65--84,1
2011,Champaign,Hispanic,White,Female,85+,1
2011,Champaign,Hispanic,Black,Male,<1,0
2011,Champaign,Hispanic,Black,Male,1--17,0
2011,Champaign,Hispanic,Black,Male,18--24,0
2011,Champaign,Hispanic,Black,Male,25--44,0
2011,Champaign,Hispanic,Black,Male,45--64,0
2011,Champaign,Hispanic,Black,Male,65--84,0
2011,Champaign,Hispanic,Black,Male,85+,0
2011,Champaign,Hispanic,Black,Female,<1,0
2011,Champaign,Hispanic,Black,Female,1--17,0
2011,Champaign,Hispanic,Black,Female,18--24,0
2011,Champaign,Hispanic,Black,Female,25--44,0
2011,Champaign,Hispanic,Black,Female,45--64,0
2011,Champaign,Hispanic,Black,Female,65--84,0
2011,Champaign,Hispanic,Black,Female,85+,0
2011,Champaign,Hispanic,Other,Male,<1,0
2011,Champaign,Hispanic,Other,Male,1--17,0
2011,Champaign,Hispanic,Other,Male,18--24,0
2011,Champaign,Hispanic,Other,Male,25--44,0
2011,Champaign,Hispanic,Other,Male,45--64,1
2011,Champaign,Hispanic,Other,Male,65--84,0
2011,Champaign,Hispanic,Other,Male,85+,0
2011,Champaign,Hispanic,Other,Female,<1,0
2011,Champaign,Hispanic,Other,Female,1--17,0
2011,Champaign,Hispanic,Other,Female,18--24,0
2011,Champaign,Hispanic,Other,Female,25--44,0
2011,Champaign,Hispanic,Other,Female,45--64,0
2011,Champaign,Hispanic,Other,Female,65--84,0
2011,Champaign,Hispanic,Other,Female,85+,1
2011,Christian,Non-Hispanic,White,Male,<1,3
2011,Christian,Non-Hispanic,White,Male,1--17,0
2011,Christian,Non-Hispanic,White,Male,18--24,3
2011,Christian,Non-Hispanic,White,Male,25--44,9
2011,Christian,Non-Hispanic,White,Male,45--64,45
2011,Christian,Non-Hispanic,White,Male,65--84,104
2011,Christian,Non-Hispanic,White,Male,85+,31
2011,Christian,Non-Hispanic,White,Female,<1,4
2011,Christian,Non-Hispanic,White,Female,1--17,2
2011,Christian,Non-Hispanic,White,Female,18--24,1
2011,Christian,Non-Hispanic,White,Female,25--44,4
2011,Christian,Non-Hispanic,White,Female,45--64,31
2011,Christian,Non-Hispanic,White,Female,65--84,81
2011,Christian,Non-Hispanic,White,Female,85+,79
2011,Christian,Non-Hispanic,Black,Male,<1,0
2011,Christian,Non-Hispanic,Black,Male,1--17,1
2011,Christian,Non-Hispanic,Black,Male,18--24,0
2011,Christian,Non-Hispanic,Black,Male,25--44,0
2011,Christian,Non-Hispanic,Black,Male,45--64,0
2011,Christian,Non-Hispanic,Black,Male,65--84,0
2011,Christian,Non-Hispanic,Black,Male,85+,1
2011,Christian,Non-Hispanic,Black,Female,<1,0
2011,Christian,Non-Hispanic,Black,Female,1--17,0
2011,Christian,Non-Hispanic,Black,Female,18--24,0
2011,Christian,Non-Hispanic,Black,Female,25--44,0
2011,Christian,Non-Hispanic,Black,Female,45--64,2
2011,Christian,Non-Hispanic,Black,Female,65--84,1
2011,Christian,Non-Hispanic,Black,Female,85+,0
2011,Christian,Non-Hispanic,Other,Male,<1,0
2011,Christian,Non-Hispanic,Other,Male,1--17,0
2011,Christian,Non-Hispanic,Other,Male,18--24,0
2011,Christian,Non-Hispanic,Other,Male,25--44,0
2011,Christian,Non-Hispanic,Other,Male,45--64,1
2011,Christian,Non-Hispanic,Other,Male,65--84,0
2011,Christian,Non-Hispanic,Other,Male,85+,0
2011,Christian,Non-Hispanic,Other,Female,<1,0
2011,Christian,Non-Hispanic,Other,Female,1--17,0
2011,Christian,Non-Hispanic,Other,Female,18--24,0
2011,Christian,Non-Hispanic,Other,Female,25--44,0
2011,Christian,Non-Hispanic,Other,Female,45--64,0
2011,Christian,Non-Hispanic,Other,Female,65--84,1
2011,Christian,Non-Hispanic,Other,Female,85+,0
2011,Christian,Hispanic,White,Male,<1,0
2011,Christian,Hispanic,White,Male,1--17,0
2011,Christian,Hispanic,White,Male,18--24,0
2011,Christian,Hispanic,White,Male,25--44,0
2011,Christian,Hispanic,White,Male,45--64,0
2011,Christian,Hispanic,White,Male,65--84,0
2011,Christian,Hispanic,White,Male,85+,0
2011,Christian,Hispanic,White,Female,<1,0
2011,Christian,Hispanic,White,Female,1--17,0
2011,Christian,Hispanic,White,Female,18--24,0
2011,Christian,Hispanic,White,Female,25--44,0
2011,Christian,Hispanic,White,Female,45--64,0
2011,Christian,Hispanic,White,Female,65--84,0
2011,Christian,Hispanic,White,Female,85+,0
2011,Christian,Hispanic,Black,Male,<1,0
2011,Christian,Hispanic,Black,Male,1--17,0
2011,Christian,Hispanic,Black,Male,18--24,0
2011,Christian,Hispanic,Black,Male,25--44,0
2011,Christian,Hispanic,Black,Male,45--64,0
2011,Christian,Hispanic,Black,Male,65--84,0
2011,Christian,Hispanic,Black,Male,85+,0
2011,Christian,Hispanic,Black,Female,<1,0
2011,Christian,Hispanic,Black,Female,1--17,0
2011,Christian,Hispanic,Black,Female,18--24,0
2011,Christian,Hispanic,Black,Female,25--44,0
2011,Christian,Hispanic,Black,Female,45--64,0
2011,Christian,Hispanic,Black,Female,65--84,0
2011,Christian,Hispanic,Black,Female,85+,0
2011,Christian,Hispanic,Other,Male,<1,0
2011,Christian,Hispanic,Other,Male,1--17,0
2011,Christian,Hispanic,Other,Male,18--24,0
2011,Christian,Hispanic,Other,Male,25--44,0
2011,Christian,Hispanic,Other,Male,45--64,0
2011,Christian,Hispanic,Other,Male,65--84,0
2011,Christian,Hispanic,Other,Male,85+,0
2011,Christian,Hispanic,Other,Female,<1,0
2011,Christian,Hispanic,Other,Female,1--17,0
2011,Christian,Hispanic,Other,Female,18--24,0
2011,Christian,Hispanic,Other,Female,25--44,0
2011,Christian,Hispanic,Other,Female,45--64,0
2011,Christian,Hispanic,Other,Female,65--84,0
2011,Christian,Hispanic,Other,Female,85+,0
2011,Clark,Non-Hispanic,White,Male,<1,3
2011,Clark,Non-Hispanic,White,Male,1--17,0
2011,Clark,Non-Hispanic,White,Male,18--24,0
2011,Clark,Non-Hispanic,White,Male,25--44,4
2011,Clark,Non-Hispanic,White,Male,45--64,22
2011,Clark,Non-Hispanic,White,Male,65--84,45
2011,Clark,Non-Hispanic,White,Male,85+,23
2011,Clark,Non-Hispanic,White,Female,<1,1
2011,Clark,Non-Hispanic,White,Female,1--17,1
2011,Clark,Non-Hispanic,White,Female,18--24,0
2011,Clark,Non-Hispanic,White,Female,25--44,1
2011,Clark,Non-Hispanic,White,Female,45--64,13
2011,Clark,Non-Hispanic,White,Female,65--84,41
2011,Clark,Non-Hispanic,White,Female,85+,44
2011,Clark,Non-Hispanic,Black,Male,<1,0
2011,Clark,Non-Hispanic,Black,Male,1--17,0
2011,Clark,Non-Hispanic,Black,Male,18--24,0
2011,Clark,Non-Hispanic,Black,Male,25--44,0
2011,Clark,Non-Hispanic,Black,Male,45--64,0
2011,Clark,Non-Hispanic,Black,Male,65--84,0
2011,Clark,Non-Hispanic,Black,Male,85+,0
2011,Clark,Non-Hispanic,Black,Female,<1,0
2011,Clark,Non-Hispanic,Black,Female,1--17,0
2011,Clark,Non-Hispanic,Black,Female,18--24,0
2011,Clark,Non-Hispanic,Black,Female,25--44,0
2011,Clark,Non-Hispanic,Black,Female,45--64,0
2011,Clark,Non-Hispanic,Black,Female,65--84,0
2011,Clark,Non-Hispanic,Black,Female,85+,0
2011,Clark,Non-Hispanic,Other,Male,<1,0
2011,Clark,Non-Hispanic,Other,Male,1--17,0
2011,Clark,Non-Hispanic,Other,Male,18--24,0
2011,Clark,Non-Hispanic,Other,Male,25--44,0
2011,Clark,Non-Hispanic,Other,Male,45--64,0
2011,Clark,Non-Hispanic,Other,Male,65--84,0
2011,Clark,Non-Hispanic,Other,Male,85+,0
2011,Clark,Non-Hispanic,Other,Female,<1,0
2011,Clark,Non-Hispanic,Other,Female,1--17,0
2011,Clark,Non-Hispanic,Other,Female,18--24,0
2011,Clark,Non-Hispanic,Other,Female,25--44,0
2011,Clark,Non-Hispanic,Other,Female,45--64,0
2011,Clark,Non-Hispanic,Other,Female,65--84,0
2011,Clark,Non-Hispanic,Other,Female,85+,0
2011,Clark,Hispanic,White,Male,<1,0
2011,Clark,Hispanic,White,Male,1--17,0
2011,Clark,Hispanic,White,Male,18--24,0
2011,Clark,Hispanic,White,Male,25--44,0
2011,Clark,Hispanic,White,Male,45--64,0
2011,Clark,Hispanic,White,Male,65--84,0
2011,Clark,Hispanic,White,Male,85+,0
2011,Clark,Hispanic,White,Female,<1,0
2011,Clark,Hispanic,White,Female,1--17,0
2011,Clark,Hispanic,White,Female,18--24,0
2011,Clark,Hispanic,White,Female,25--44,0
2011,Clark,Hispanic,White,Female,45--64,0
2011,Clark,Hispanic,White,Female,65--84,0
2011,Clark,Hispanic,White,Female,85+,0
2011,Clark,Hispanic,Black,Male,<1,0
2011,Clark,Hispanic,Black,Male,1--17,0
2011,Clark,Hispanic,Black,Male,18--24,0
2011,Clark,Hispanic,Black,Male,25--44,0
2011,Clark,Hispanic,Black,Male,45--64,0
2011,Clark,Hispanic,Black,Male,65--84,0
2011,Clark,Hispanic,Black,Male,85+,0
2011,Clark,Hispanic,Black,Female,<1,0
2011,Clark,Hispanic,Black,Female,1--17,0
2011,Clark,Hispanic,Black,Female,18--24,0
2011,Clark,Hispanic,Black,Female,25--44,0
2011,Clark,Hispanic,Black,Female,45--64,0
2011,Clark,Hispanic,Black,Female,65--84,0
2011,Clark,Hispanic,Black,Female,85+,0
2011,Clark,Hispanic,Other,Male,<1,0
2011,Clark,Hispanic,Other,Male,1--17,0
2011,Clark,Hispanic,Other,Male,18--24,0
2011,Clark,Hispanic,Other,Male,25--44,0
2011,Clark,Hispanic,Other,Male,45--64,0
2011,Clark,Hispanic,Other,Male,65--84,0
2011,Clark,Hispanic,Other,Male,85+,0
2011,Clark,Hispanic,Other,Female,<1,0
2011,Clark,Hispanic,Other,Female,1--17,0
2011,Clark,Hispanic,Other,Female,18--24,0
2011,Clark,Hispanic,Other,Female,25--44,0
2011,Clark,Hispanic,Other,Female,45--64,0
2011,Clark,Hispanic,Other,Female,65--84,0
2011,Clark,Hispanic,Other,Female,85+,0
2011,Clay,Non-Hispanic,White,Male,<1,2
2011,Clay,Non-Hispanic,White,Male,1--17,0
2011,Clay,Non-Hispanic,White,Male,18--24,1
2011,Clay,Non-Hispanic,White,Male,25--44,4
2011,Clay,Non-Hispanic,White,Male,45--64,15
2011,Clay,Non-Hispanic,White,Male,65--84,36
2011,Clay,Non-Hispanic,White,Male,85+,18
2011,Clay,Non-Hispanic,White,Female,<1,0
2011,Clay,Non-Hispanic,White,Female,1--17,0
2011,Clay,Non-Hispanic,White,Female,18--24,0
2011,Clay,Non-Hispanic,White,Female,25--44,5
2011,Clay,Non-Hispanic,White,Female,45--64,18
2011,Clay,Non-Hispanic,White,Female,65--84,40
2011,Clay,Non-Hispanic,White,Female,85+,37
2011,Clay,Non-Hispanic,Black,Male,<1,0
2011,Clay,Non-Hispanic,Black,Male,1--17,0
2011,Clay,Non-Hispanic,Black,Male,18--24,0
2011,Clay,Non-Hispanic,Black,Male,25--44,0
2011,Clay,Non-Hispanic,Black,Male,45--64,0
2011,Clay,Non-Hispanic,Black,Male,65--84,0
2011,Clay,Non-Hispanic,Black,Male,85+,0
2011,Clay,Non-Hispanic,Black,Female,<1,0
2011,Clay,Non-Hispanic,Black,Female,1--17,0
2011,Clay,Non-Hispanic,Black,Female,18--24,0
2011,Clay,Non-Hispanic,Black,Female,25--44,0
2011,Clay,Non-Hispanic,Black,Female,45--64,0
2011,Clay,Non-Hispanic,Black,Female,65--84,0
2011,Clay,Non-Hispanic,Black,Female,85+,0
2011,Clay,Non-Hispanic,Other,Male,<1,0
2011,Clay,Non-Hispanic,Other,Male,1--17,0
2011,Clay,Non-Hispanic,Other,Male,18--24,0
2011,Clay,Non-Hispanic,Other,Male,25--44,0
2011,Clay,Non-Hispanic,Other,Male,45--64,0
2011,Clay,Non-Hispanic,Other,Male,65--84,0
2011,Clay,Non-Hispanic,Other,Male,85+,0
2011,Clay,Non-Hispanic,Other,Female,<1,0
2011,Clay,Non-Hispanic,Other,Female,1--17,0
2011,Clay,Non-Hispanic,Other,Female,18--24,0
2011,Clay,Non-Hispanic,Other,Female,25--44,0
2011,Clay,Non-Hispanic,Other,Female,45--64,0
2011,Clay,Non-Hispanic,Other,Female,65--84,0
2011,Clay,Non-Hispanic,Other,Female,85+,0
2011,Clay,Hispanic,White,Male,<1,0
2011,Clay,Hispanic,White,Male,1--17,0
2011,Clay,Hispanic,White,Male,18--24,0
2011,Clay,Hispanic,White,Male,25--44,0
